Date,Area Name,Latitude,Longitude,Number of Cases,Number of Hospitals,Number of Deaths,Temperature (°C),Humidity (%)
2024-01-28,Pallavaram,12.9676,80.1496,3,1,5,34.96242320708275,58.317184374206285
2024-01-29,Pallavaram,12.9676,80.1496,9,9,1,32.57540535530575,73.45998947167072
2024-01-30,Pallavaram,12.9676,80.1496,5,1,0,31.738257289281382,85.44805989886764
2024-01-31,Pallavaram,12.9676,80.1496,7,2,0,30.194353404862444,65.4538486045173
2024-02-01,Pallavaram,12.9676,80.1496,7,9,1,32.6439219481005,73.48775213264582
2024-02-02,Pallavaram,12.9676,80.1496,8,8,1,28.52080002198334,75.73122922548662
2024-02-03,Pallavaram,12.9676,80.1496,5,9,0,26.434213032938462,84.93269630014888
2024-02-04,Pallavaram,12.9676,80.1496,5,4,0,34.6953123484718,65.92249379834716
2024-02-05,Pallavaram,12.9676,80.1496,5,5,2,33.88312360724108,75.2064520499455
2024-02-06,Pallavaram,12.9676,80.1496,7,2,1,29.53867805822187,68.11166239694387
2024-02-07,Pallavaram,12.9676,80.1496,8,5,0,33.166716596225605,66.65363002045402
2024-02-08,Pallavaram,12.9676,80.1496,2,9,0,26.674908945195607,55.19089223705834
2024-02-09,Pallavaram,12.9676,80.1496,9,9,0,25.750488726851543,80.6436655617441
2024-02-10,Pallavaram,12.9676,80.1496,3,2,0,25.76774194266516,58.55879268481534
2024-02-11,Pallavaram,12.9676,80.1496,3,9,0,33.23243275289445,84.60553469994343
2024-02-12,Pallavaram,12.9676,80.1496,7,8,0,34.09030186296835,68.81833277070481
2024-02-13,Pallavaram,12.9676,80.1496,4,5,4,27.531045979287377,75.12741163984995
2024-02-14,Pallavaram,12.9676,80.1496,5,2,2,29.572450546046696,84.94407052522105
2024-02-15,Pallavaram,12.9676,80.1496,6,3,2,30.215662268426918,60.28213473762334
2024-02-16,Pallavaram,12.9676,80.1496,4,6,1,28.518023243448077,89.23176646345537
2024-02-17,Pallavaram,12.9676,80.1496,2,6,0,29.844719317634777,89.05850962061646
2024-02-18,Pallavaram,12.9676,80.1496,4,2,1,26.86778068280273,83.68938498416911
2024-02-19,Pallavaram,12.9676,80.1496,1,5,0,32.35551136914676,85.89798599852809
2024-02-20,Pallavaram,12.9676,80.1496,6,3,0,32.6114483991236,59.9089476953875
2024-02-21,Pallavaram,12.9676,80.1496,3,9,1,25.023406995757377,60.653207436458445
2024-02-22,Pallavaram,12.9676,80.1496,6,6,0,28.448577400258696,89.55126581510905
2024-02-23,Pallavaram,12.9676,80.1496,6,5,0,29.468607823989483,54.38845574057482
2024-02-24,Pallavaram,12.9676,80.1496,4,9,0,25.293254175622693,58.16858762431221
2024-02-25,Pallavaram,12.9676,80.1496,6,8,0,26.16687412740391,51.71168520602887
2024-02-26,Pallavaram,12.9676,80.1496,3,2,0,25.93582530031301,55.48012756871182
2024-02-27,Pallavaram,12.9676,80.1496,7,2,0,31.55025289702931,57.80686957949922
2024-02-28,Pallavaram,12.9676,80.1496,11,1,1,32.71490299999566,61.311465005295986
2024-02-29,Pallavaram,12.9676,80.1496,6,6,1,33.62162667843728,57.15613651714433
2024-03-01,Pallavaram,12.9676,80.1496,6,4,0,32.29641092319644,81.8756591766374
2024-03-02,Pallavaram,12.9676,80.1496,2,1,1,31.89941734087403,77.15857784520742
2024-03-03,Pallavaram,12.9676,80.1496,5,2,0,33.68243542964777,60.23582691839146
2024-03-04,Pallavaram,12.9676,80.1496,5,9,1,29.334625617735483,67.85725534096551
2024-03-05,Pallavaram,12.9676,80.1496,4,9,0,29.041309471413854,69.39752577209754
2024-03-06,Pallavaram,12.9676,80.1496,5,4,1,26.9017466918668,72.83716419264928
2024-03-07,Pallavaram,12.9676,80.1496,5,8,1,32.00013617687594,78.27974365356548
2024-03-08,Pallavaram,12.9676,80.1496,4,2,0,30.319131487603112,83.728256087228
2024-03-09,Pallavaram,12.9676,80.1496,6,2,0,33.11209154026525,65.61579048684223
2024-03-10,Pallavaram,12.9676,80.1496,6,9,1,29.588198041369537,85.35399233932536
2024-03-11,Pallavaram,12.9676,80.1496,8,9,2,29.10867779798147,73.63801197034327
2024-03-12,Pallavaram,12.9676,80.1496,4,2,0,28.873683724413127,62.26608160304708
2024-03-13,Pallavaram,12.9676,80.1496,9,1,0,32.83546996823095,56.06011488936319
2024-03-14,Pallavaram,12.9676,80.1496,7,1,0,31.16170745409115,88.10427246705717
2024-03-15,Pallavaram,12.9676,80.1496,5,4,1,29.28053394676303,70.40476136858985
2024-03-16,Pallavaram,12.9676,80.1496,3,9,1,31.416076123851017,61.18894396634626
2024-03-17,Pallavaram,12.9676,80.1496,8,7,2,29.908770998651065,63.62162838405126
2024-03-18,Pallavaram,12.9676,80.1496,10,4,1,27.010599284511027,85.78876322576582
2024-03-19,Pallavaram,12.9676,80.1496,5,2,1,27.389914572638034,67.14832932462684
2024-03-20,Pallavaram,12.9676,80.1496,2,9,1,31.971138985781124,73.03620542448479
2024-03-21,Pallavaram,12.9676,80.1496,3,8,0,34.5715575824606,68.56564081156915
2024-03-22,Pallavaram,12.9676,80.1496,1,9,1,31.72238935052461,85.35612358479932
2024-03-23,Pallavaram,12.9676,80.1496,3,3,1,26.305647440647856,70.25929013395393
2024-03-24,Pallavaram,12.9676,80.1496,6,5,0,27.35459854745433,81.9181388242923
2024-03-25,Pallavaram,12.9676,80.1496,9,4,0,34.59633152494355,81.59973676256448
2024-03-26,Pallavaram,12.9676,80.1496,3,6,0,29.487009623817567,88.97714538181172
2024-03-27,Pallavaram,12.9676,80.1496,8,3,0,34.34114015003895,74.9016802699378
2024-03-28,Pallavaram,12.9676,80.1496,4,2,0,30.886643918092282,82.95532438519908
2024-03-29,Pallavaram,12.9676,80.1496,5,8,0,26.364931048799235,68.61933841396929
2024-03-30,Pallavaram,12.9676,80.1496,2,6,0,33.53677450702126,85.24901599055423
2024-03-31,Pallavaram,12.9676,80.1496,6,8,1,33.79016576252522,82.44048675580788
2024-04-01,Pallavaram,12.9676,80.1496,4,4,0,28.158094071682644,74.6082365864269
2024-04-02,Pallavaram,12.9676,80.1496,2,9,1,25.012857642380997,67.08646791720889
2024-04-03,Pallavaram,12.9676,80.1496,6,6,1,31.076707410830497,65.07579639133797
2024-04-04,Pallavaram,12.9676,80.1496,8,5,0,28.16680484132239,57.36083756768009
2024-04-05,Pallavaram,12.9676,80.1496,4,6,0,27.88991061664354,66.72090082736227
2024-04-06,Pallavaram,12.9676,80.1496,2,5,0,34.45473533143186,81.45617411843723
2024-04-07,Pallavaram,12.9676,80.1496,9,9,1,28.484272610778746,61.71136158522857
2024-04-08,Pallavaram,12.9676,80.1496,1,7,1,25.2284236055204,64.80539100482716
2024-04-09,Pallavaram,12.9676,80.1496,4,7,1,34.42166339890607,65.67195653963824
2024-04-10,Pallavaram,12.9676,80.1496,10,2,0,28.579245420177152,72.85798442617754
2024-04-11,Pallavaram,12.9676,80.1496,8,8,0,26.614491325923947,60.11707443553297
2024-04-12,Pallavaram,12.9676,80.1496,4,8,1,34.315301099617244,57.56389431890086
2024-04-13,Pallavaram,12.9676,80.1496,6,2,0,33.9570010530876,58.042079021349934
2024-04-14,Pallavaram,12.9676,80.1496,4,1,1,28.502762032230056,64.99186391407112
2024-04-15,Pallavaram,12.9676,80.1496,2,4,0,34.87204113451111,79.55087908384243
2024-04-16,Pallavaram,12.9676,80.1496,4,1,1,34.10533977195659,66.55739428797355
2024-04-17,Pallavaram,12.9676,80.1496,5,2,2,28.08754752482026,81.50526619354432
2024-04-18,Pallavaram,12.9676,80.1496,3,2,0,31.540577251943365,70.46675248525165
2024-04-19,Pallavaram,12.9676,80.1496,2,6,1,27.738720479763177,63.61009229026327
2024-04-20,Pallavaram,12.9676,80.1496,13,2,0,31.53584349569837,50.23899618094657
2024-04-21,Pallavaram,12.9676,80.1496,8,9,1,26.040153505860058,75.1879804949003
2024-04-22,Pallavaram,12.9676,80.1496,5,3,1,34.08746304022563,51.86674913475113
2024-04-23,Pallavaram,12.9676,80.1496,4,3,1,25.931478257069685,56.89605380340301
2024-04-24,Pallavaram,12.9676,80.1496,0,5,0,34.99400055519692,56.02116858357104
2024-04-25,Pallavaram,12.9676,80.1496,8,5,0,31.18231006847478,89.91856097654795
2024-04-26,Pallavaram,12.9676,80.1496,6,5,1,31.487542616773847,61.1646480894482
2024-04-27,Pallavaram,12.9676,80.1496,4,4,0,32.560447757045154,54.88643077579288
2024-04-28,Pallavaram,12.9676,80.1496,4,2,0,31.134241080731357,56.90014639376217
2024-04-29,Pallavaram,12.9676,80.1496,4,4,0,30.48803606621456,67.68924499113865
2024-04-30,Pallavaram,12.9676,80.1496,2,4,0,34.174118907157535,56.638255782988495
2024-05-01,Pallavaram,12.9676,80.1496,2,3,0,26.438202858517826,78.53686240294687
2024-05-02,Pallavaram,12.9676,80.1496,11,5,0,25.400950621313736,54.612076544361706
2024-05-03,Pallavaram,12.9676,80.1496,7,1,0,28.872124683140207,66.70011993704239
2024-05-04,Pallavaram,12.9676,80.1496,6,6,0,25.811596654482365,55.72189715138832
2024-05-05,Pallavaram,12.9676,80.1496,5,4,0,31.51259451830893,83.71995658448432
2024-05-06,Pallavaram,12.9676,80.1496,8,2,1,34.67241898345894,68.77060654934917
2024-05-07,Pallavaram,12.9676,80.1496,2,8,0,29.01458097554147,61.23388013243184
2024-05-08,Pallavaram,12.9676,80.1496,6,8,1,32.02238590661528,78.36485804382738
2024-05-09,Pallavaram,12.9676,80.1496,5,9,1,26.474169033244003,75.29199312907352
2024-05-10,Pallavaram,12.9676,80.1496,7,9,0,31.912267552367044,67.48338529481052
2024-05-11,Pallavaram,12.9676,80.1496,5,2,0,25.266973938471022,53.2056342636647
2024-05-12,Pallavaram,12.9676,80.1496,7,9,0,34.213538998843646,71.62878786757096
2024-05-13,Pallavaram,12.9676,80.1496,11,1,1,33.170692995206764,89.77098104511802
2024-05-14,Pallavaram,12.9676,80.1496,4,6,1,32.22504205418462,65.07581990101343
2024-05-15,Pallavaram,12.9676,80.1496,5,8,0,30.915045230070348,63.31077052960416
2024-05-16,Pallavaram,12.9676,80.1496,3,3,1,33.54339227825842,73.21705149026727
2024-05-17,Pallavaram,12.9676,80.1496,4,7,2,30.49394255841819,50.75976987550622
2024-05-18,Pallavaram,12.9676,80.1496,4,6,0,28.034130204348518,54.77510048213867
2024-05-19,Pallavaram,12.9676,80.1496,4,9,0,28.05948964031144,61.92165086984534
2024-05-20,Pallavaram,12.9676,80.1496,3,3,0,29.759847831278876,74.23344588409327
2024-05-21,Pallavaram,12.9676,80.1496,4,4,1,33.39169955696148,86.23396618235606
2024-05-22,Pallavaram,12.9676,80.1496,5,7,1,28.051896045419163,77.05587303949997
2024-05-23,Pallavaram,12.9676,80.1496,2,3,1,31.272121463492958,83.33256768869377
2024-05-24,Pallavaram,12.9676,80.1496,7,6,0,31.45812470213413,72.01468157454475
2024-05-25,Pallavaram,12.9676,80.1496,7,2,0,30.231856060698767,71.52920542403321
2024-05-26,Pallavaram,12.9676,80.1496,5,3,1,28.649894448809516,72.44079403704274
2024-05-27,Pallavaram,12.9676,80.1496,3,7,1,31.032563001931297,73.1943883030825
2024-05-28,Pallavaram,12.9676,80.1496,2,1,0,28.924236697719216,85.4341847656396
2024-05-29,Pallavaram,12.9676,80.1496,10,2,1,26.854950858212163,52.02228005165496
2024-05-30,Pallavaram,12.9676,80.1496,5,8,1,26.011203542076526,67.85817696817927
2024-05-31,Pallavaram,12.9676,80.1496,5,7,0,31.112136396015693,54.340545519697585
2024-06-01,Pallavaram,12.9676,80.1496,5,3,0,25.52975182306244,83.1820784747166
2024-06-02,Pallavaram,12.9676,80.1496,7,8,0,30.22214266868998,83.06936948179127
2024-06-03,Pallavaram,12.9676,80.1496,3,7,1,29.676577878086636,78.71850634737291
2024-06-04,Pallavaram,12.9676,80.1496,5,7,0,31.988086035338398,65.22523470701172
2024-06-05,Pallavaram,12.9676,80.1496,6,3,1,25.14203383748559,51.33903738899654
2024-06-06,Pallavaram,12.9676,80.1496,7,6,0,32.974282067160374,52.02866968285721
2024-06-07,Pallavaram,12.9676,80.1496,3,3,0,30.542245401885943,59.96757053663723
2024-06-08,Pallavaram,12.9676,80.1496,2,7,0,32.78397954007236,50.975361781695696
2024-06-09,Pallavaram,12.9676,80.1496,8,9,0,33.580862334456285,63.020541632285024
2024-06-10,Pallavaram,12.9676,80.1496,5,4,0,25.582797918200697,69.06606757349849
2024-06-11,Pallavaram,12.9676,80.1496,4,7,1,29.390448406045344,80.21162678198364
2024-06-12,Pallavaram,12.9676,80.1496,2,3,1,33.94765814277913,78.8028360793036
2024-06-13,Pallavaram,12.9676,80.1496,7,5,0,33.62888463005808,66.91741485948279
2024-06-14,Pallavaram,12.9676,80.1496,1,5,2,28.350139701839165,55.03902390160786
2024-06-15,Pallavaram,12.9676,80.1496,7,6,1,27.680858746799075,58.12914819885924
2024-06-16,Pallavaram,12.9676,80.1496,6,5,1,34.627404489129,85.15063511927023
2024-06-17,Pallavaram,12.9676,80.1496,5,6,2,31.345139942237253,83.76966944679471
2024-06-18,Pallavaram,12.9676,80.1496,7,9,0,32.977083087945466,80.57638644930277
2024-06-19,Pallavaram,12.9676,80.1496,1,7,0,34.48838251350023,57.23232832112343
2024-06-20,Pallavaram,12.9676,80.1496,6,4,0,32.98750423203896,58.33610456153882
2024-06-21,Pallavaram,12.9676,80.1496,4,4,0,25.178968011173232,89.41222953240694
2024-06-22,Pallavaram,12.9676,80.1496,4,2,0,31.83427256819145,85.79219984997276
2024-06-23,Pallavaram,12.9676,80.1496,4,6,1,27.970706100226273,86.00623669751849
2024-06-24,Pallavaram,12.9676,80.1496,4,5,0,28.974134607410512,54.37512182448594
2024-06-25,Pallavaram,12.9676,80.1496,10,3,0,31.211790088570716,74.45911119031453
2024-06-26,Pallavaram,12.9676,80.1496,6,5,1,29.385906180941692,84.87203701414523
2024-06-27,Pallavaram,12.9676,80.1496,6,4,0,32.248014128336614,80.56314923825653
2024-06-28,Pallavaram,12.9676,80.1496,6,7,0,27.65273444429618,73.74727209807122
2024-06-29,Pallavaram,12.9676,80.1496,7,2,1,31.55129957623449,78.80844261774298
2024-06-30,Pallavaram,12.9676,80.1496,8,4,0,27.158920512775214,60.9674775654758
2024-07-01,Pallavaram,12.9676,80.1496,3,1,1,33.1457183593849,62.422178639765946
2024-07-02,Pallavaram,12.9676,80.1496,5,1,0,28.251817053737998,59.90751042459934
2024-07-03,Pallavaram,12.9676,80.1496,5,8,0,34.66980841515391,59.15078839802564
2024-07-04,Pallavaram,12.9676,80.1496,4,2,0,28.858310197990683,63.47644869798454
2024-07-05,Pallavaram,12.9676,80.1496,3,9,0,25.75894067891052,71.96613330750951
2024-07-06,Pallavaram,12.9676,80.1496,5,5,0,25.984022216444313,67.14831602112895
2024-07-07,Pallavaram,12.9676,80.1496,7,8,1,30.01376522493917,72.7315431456389
2024-07-08,Pallavaram,12.9676,80.1496,8,4,2,31.38807608197721,80.9445230211975
2024-07-09,Pallavaram,12.9676,80.1496,2,8,0,31.281639748668923,69.78992377531554
2024-07-10,Pallavaram,12.9676,80.1496,6,7,0,28.543906976777997,55.74049340965359
2024-07-11,Pallavaram,12.9676,80.1496,7,3,0,33.72579773458343,58.625787682425035
2024-07-12,Pallavaram,12.9676,80.1496,1,4,0,29.698249935155083,74.8109142852182
2024-07-13,Pallavaram,12.9676,80.1496,7,3,0,28.01258630272987,67.68717216451401
2024-07-14,Pallavaram,12.9676,80.1496,9,7,1,28.79706812058139,63.73259147789341
2024-07-15,Pallavaram,12.9676,80.1496,3,3,0,27.535616046374983,81.44338262453932
2024-07-16,Pallavaram,12.9676,80.1496,2,8,0,25.628496038040527,88.27950999159607
2024-07-17,Pallavaram,12.9676,80.1496,2,9,0,29.605432506177166,51.03367727949643
2024-07-18,Pallavaram,12.9676,80.1496,2,1,1,31.215701212485545,84.35735389043293
2024-07-19,Pallavaram,12.9676,80.1496,8,4,0,31.67595908261208,51.85033075369215
2024-07-20,Pallavaram,12.9676,80.1496,5,8,1,26.633011987038213,88.19341301862279
2024-07-21,Pallavaram,12.9676,80.1496,4,2,2,29.14065302444523,68.68758314533679
2024-07-22,Pallavaram,12.9676,80.1496,3,6,0,30.00219749539745,77.74669053502535
2024-07-23,Pallavaram,12.9676,80.1496,7,6,0,28.77326278785943,84.26398750912743
2024-07-24,Pallavaram,12.9676,80.1496,3,3,1,34.51588026456675,61.77419013701096
2024-07-25,Pallavaram,12.9676,80.1496,5,8,0,30.791113110347403,63.51561073457342
2024-07-26,Pallavaram,12.9676,80.1496,9,6,0,29.969190322957775,70.39975956218403
2024-07-27,Pallavaram,12.9676,80.1496,6,3,2,25.749474841900753,59.238311030030005
2024-07-28,Pallavaram,12.9676,80.1496,1,8,0,34.26793532322577,52.546987873663916
2024-07-29,Pallavaram,12.9676,80.1496,3,8,2,32.01352068347219,58.4789424968486
2024-07-30,Pallavaram,12.9676,80.1496,4,6,1,27.014576481285403,66.18456403918394
2024-07-31,Pallavaram,12.9676,80.1496,8,9,1,26.458224054463496,73.9394467906938
2024-08-01,Pallavaram,12.9676,80.1496,5,4,1,28.452119189738276,67.378204738837
2024-08-02,Pallavaram,12.9676,80.1496,3,3,0,33.10229375989829,72.61621662765279
2024-08-03,Pallavaram,12.9676,80.1496,7,5,3,30.871340267373306,54.65063090625217
2024-08-04,Pallavaram,12.9676,80.1496,1,5,1,31.391873714460555,73.03156984544579
2024-08-05,Pallavaram,12.9676,80.1496,6,1,0,31.61678143305358,75.78920651888635
2024-08-06,Pallavaram,12.9676,80.1496,4,2,0,29.693870490430804,71.65870132944768
2024-08-07,Pallavaram,12.9676,80.1496,5,3,0,25.2530486016468,62.374234932760444
2024-08-08,Pallavaram,12.9676,80.1496,4,2,0,26.143746329348776,78.00120210788508
2024-08-09,Pallavaram,12.9676,80.1496,7,3,0,27.759192246936347,87.87672799220994
2024-08-10,Pallavaram,12.9676,80.1496,9,4,3,26.757584190931404,76.55151469766835
2024-08-11,Pallavaram,12.9676,80.1496,7,6,0,29.175122270976196,71.2047821522739
2024-08-12,Pallavaram,12.9676,80.1496,5,8,0,32.14368686381182,88.5513723038593
2024-08-13,Pallavaram,12.9676,80.1496,4,3,0,30.931946285433582,57.061902609676096
2024-08-14,Pallavaram,12.9676,80.1496,8,6,0,32.57355755201962,61.216911267739775
2024-08-15,Pallavaram,12.9676,80.1496,3,6,0,34.34789057672019,50.48227393626977
2024-08-16,Pallavaram,12.9676,80.1496,8,9,2,32.41392128274401,74.69844895638293
2024-08-17,Pallavaram,12.9676,80.1496,7,2,0,33.36613249161786,58.60969066288668
2024-08-18,Pallavaram,12.9676,80.1496,3,3,0,31.770166899121623,76.38671905479316
2024-08-19,Pallavaram,12.9676,80.1496,6,2,0,27.30845358512474,76.0081866375067
2024-08-20,Pallavaram,12.9676,80.1496,7,9,1,33.865224618044735,75.42585129188129
2024-08-21,Pallavaram,12.9676,80.1496,0,3,0,28.663571175149524,59.086828662624775
2024-08-22,Pallavaram,12.9676,80.1496,10,3,0,32.7141895812707,69.47893718415763
2024-08-23,Pallavaram,12.9676,80.1496,6,2,0,31.09367668440121,53.98382875134757
2024-08-24,Pallavaram,12.9676,80.1496,4,1,0,32.935787731642066,76.32493680733432
2024-08-25,Pallavaram,12.9676,80.1496,3,7,2,29.28277012637468,51.251628493889555
2024-08-26,Pallavaram,12.9676,80.1496,3,9,0,28.196958535695526,72.5421221407001
2024-08-27,Pallavaram,12.9676,80.1496,3,3,2,31.021927291315176,52.660407106357056
2024-08-28,Pallavaram,12.9676,80.1496,5,9,0,32.32615116983209,79.75077283202562
2024-08-29,Pallavaram,12.9676,80.1496,4,3,1,28.989148927887367,53.75173278478154
2024-08-30,Pallavaram,12.9676,80.1496,9,7,0,31.8346779476028,59.2012875674549
2024-08-31,Pallavaram,12.9676,80.1496,10,7,0,32.39367513805843,76.13298617194494
2024-09-01,Pallavaram,12.9676,80.1496,3,5,1,25.89699505098283,87.89135215371273
2024-09-02,Pallavaram,12.9676,80.1496,5,4,1,33.952120138809455,50.031706130551335
2024-09-03,Pallavaram,12.9676,80.1496,3,8,0,31.633186237523653,54.871714677007226
2024-09-04,Pallavaram,12.9676,80.1496,6,9,0,31.671347546519357,71.76862515476725
2024-09-05,Pallavaram,12.9676,80.1496,5,8,1,30.374188538077735,52.57522915092607
2024-09-06,Pallavaram,12.9676,80.1496,3,5,1,28.15439025848451,70.58563238537315
2024-09-07,Pallavaram,12.9676,80.1496,7,9,1,26.459504448338755,53.32886705133077
2024-09-08,Pallavaram,12.9676,80.1496,4,1,0,27.549463188917937,71.93800427096568
2024-09-09,Pallavaram,12.9676,80.1496,12,9,0,28.925161657976332,69.05029414519376
2024-09-10,Pallavaram,12.9676,80.1496,4,5,0,34.14092957626218,50.794356888739614
2024-09-11,Pallavaram,12.9676,80.1496,8,7,0,31.22936692240619,53.951985906143676
2024-09-12,Pallavaram,12.9676,80.1496,8,1,1,30.825522951405453,75.97387095213678
2024-09-13,Pallavaram,12.9676,80.1496,4,3,0,25.554912062261995,52.88641139213469
2024-09-14,Pallavaram,12.9676,80.1496,4,6,0,31.139457957810997,58.06934276799963
2024-09-15,Pallavaram,12.9676,80.1496,2,4,0,33.78677275648004,86.55437234204715
2024-09-16,Pallavaram,12.9676,80.1496,5,6,1,27.55562574139361,71.74687880609477
2024-09-17,Pallavaram,12.9676,80.1496,4,3,0,29.06097079328501,87.08074721656854
2024-09-18,Pallavaram,12.9676,80.1496,2,6,0,31.6644192335161,82.47930778500184
2024-09-19,Pallavaram,12.9676,80.1496,8,5,0,32.49628193495101,69.57438465851547
2024-09-20,Pallavaram,12.9676,80.1496,5,1,0,30.29283009968543,89.77978535565904
2024-09-21,Pallavaram,12.9676,80.1496,5,7,1,27.007446952929445,81.6322727481282
2024-09-22,Pallavaram,12.9676,80.1496,3,3,0,30.35009525275583,60.05459599258184
2024-09-23,Pallavaram,12.9676,80.1496,6,4,0,34.334293040164766,83.22129012757935
2024-09-24,Pallavaram,12.9676,80.1496,7,9,0,30.391304300082773,71.9217543852728
2024-09-25,Pallavaram,12.9676,80.1496,8,4,1,33.53499685755824,51.509129973079155
2024-09-26,Pallavaram,12.9676,80.1496,9,7,1,34.5009100535716,78.2550744068582
2024-09-27,Pallavaram,12.9676,80.1496,5,4,0,25.542718616178753,51.50392289675214
2024-09-28,Pallavaram,12.9676,80.1496,5,5,0,30.125282948882298,75.66225254120468
2024-09-29,Pallavaram,12.9676,80.1496,5,7,1,31.741579984945464,58.5479018476277
2024-01-01,T. Nagar,13.0405,80.2337,3,9,0,27.18921996318419,61.15258879889704
2024-01-02,T. Nagar,13.0405,80.2337,9,5,1,34.35494110432707,80.52730591757555
2024-01-03,T. Nagar,13.0405,80.2337,5,4,0,25.639016494539423,85.93894700144594
2024-01-04,T. Nagar,13.0405,80.2337,3,8,2,34.44169109527705,71.71065518811966
2024-01-05,T. Nagar,13.0405,80.2337,4,6,0,29.204004575433835,69.49909715145616
2024-01-06,T. Nagar,13.0405,80.2337,7,9,1,29.977619141265848,58.386346655637176
2024-01-07,T. Nagar,13.0405,80.2337,5,3,0,31.515752566446125,77.06323873985792
2024-01-08,T. Nagar,13.0405,80.2337,2,8,2,27.732608377049683,81.78883261804042
2024-01-09,T. Nagar,13.0405,80.2337,10,2,0,26.02703109828069,55.47635024521405
2024-01-10,T. Nagar,13.0405,80.2337,7,3,0,29.040027973575175,51.15211062728781
2024-01-11,T. Nagar,13.0405,80.2337,2,3,0,34.46377990003721,85.26862849835705
2024-01-12,T. Nagar,13.0405,80.2337,3,6,1,28.646325008860646,78.8232346267986
2024-01-13,T. Nagar,13.0405,80.2337,4,6,0,32.08658952756945,87.6109236070898
2024-01-14,T. Nagar,13.0405,80.2337,4,3,0,28.106105569625424,81.82531734133876
2024-01-15,T. Nagar,13.0405,80.2337,7,4,1,25.859969194408222,79.48576073477778
2024-01-16,T. Nagar,13.0405,80.2337,3,4,0,34.069502079582094,58.52428452110438
2024-01-17,T. Nagar,13.0405,80.2337,5,8,0,33.870260180099535,68.58483746183511
2024-01-18,T. Nagar,13.0405,80.2337,3,1,0,30.368141933010314,61.266147201007875
2024-01-19,T. Nagar,13.0405,80.2337,2,6,1,27.453107654034156,62.88901977905613
2024-01-20,T. Nagar,13.0405,80.2337,4,3,1,27.9580980945254,57.44012975821152
2024-01-21,T. Nagar,13.0405,80.2337,9,4,1,29.804288700770854,59.56341295394245
2024-01-22,T. Nagar,13.0405,80.2337,7,2,0,29.553041455247175,73.17417400777104
2024-01-23,T. Nagar,13.0405,80.2337,3,9,0,25.3923792909935,80.83362937679037
2024-01-24,T. Nagar,13.0405,80.2337,3,8,0,34.85001414637391,72.30574314176535
2024-01-25,T. Nagar,13.0405,80.2337,6,7,1,34.52855367786698,78.65019465929866
2024-01-26,T. Nagar,13.0405,80.2337,4,4,1,32.38696158037432,81.50279321190901
2024-01-27,T. Nagar,13.0405,80.2337,2,1,0,28.631334173117644,77.66272515707458
2024-01-28,T. Nagar,13.0405,80.2337,5,9,0,27.078409520885124,53.679969125977756
